transaction_id,date,product_id,customer_id,quantity,unit_price
10693,2024-01-30 09:47:04.445048,78,569,8,835.9026789990935
24263,2024-01-30 09:47:04.445048,21,1000,1,228.1661617871284
4407,2024-01-30 09:47:04.445048,17,322,8,316.36634528622307
31126,2024-01-30 09:47:04.445048,15,633,7,459.86872593466074
37120,2024-01-30 09:47:04.445048,73,823,9,427.69481009787023
2125,2024-01-30 09:47:04.445048,69,344,9,922.0146011637062
24350,2024-01-30 09:47:04.445048,67,586,7,904.8992532413953
13114,2024-01-30 09:47:04.445048,79,729,1,622.2913839000369
2176,2024-01-30 09:47:04.445048,69,378,4,371.9938494776211
6587,2024-01-30 09:47:04.445048,67,797,7,34.47205268227553
48229,2024-01-30 09:47:04.445048,25,746,5,301.11888941184054
34765,2024-01-30 09:47:04.445048,68,466,5,45.112741090137746
48193,2024-01-30 09:47:04.445048,77,246,9,199.89593045499743
4,2024-01-30 09:47:04.445048,97,569,3,542.0979511457143
24640,2024-01-30 09:47:04.445048,19,222,4,510.5326742908331
13401,2024-01-30 09:47:04.445048,18,813,10,949.5397744317759
2378,2024-01-30 09:47:04.445048,67,2,10,231.11491271672338
45066,2024-01-30 09:47:04.445048,31,684,6,222.67791717439474
1529,2024-01-30 09:47:04.445048,36,638,9,95.01064383114846
34218,2024-01-30 09:47:04.445048,49,424,9,112.09451042680888
31721,2024-01-30 09:47:04.445048,35,734,9,362.35006974702407
33303,2024-01-30 09:47:04.445048,55,476,7,522.2961966825625
30545,2024-01-30 09:47:04.445048,63,664,2,614.6729028506207
20138,2024-01-30 09:47:04.445048,89,654,10,48.09297334638318
31030,2024-01-31 09:47:04.445048,46,490,2,1041.314712497249
26473,2024-01-31 09:47:04.445048,6,347,8,698.1015194710392
617,2024-01-31 09:47:04.445048,15,984,4,556.5181958445198
18903,2024-01-31 09:47:04.445048,93,935,8,1040.0957066677622
36223,2024-01-31 09:47:04.445048,8,403,9,606.7916776399082
39552,2024-01-31 09:47:04.445048,98,472,6,845.6537681936667
7106,2024-01-31 09:47:04.445048,19,497,10,355.8971588554393
42355,2024-01-31 09:47:04.445048,94,289,3,328.0176548413996
41233,2024-01-31 09:47:04.445048,79,410,6,924.3216788793435
10552,2024-01-31 09:47:04.445048,44,913,8,1031.1843537073755
8431,2024-01-31 09:47:04.445048,78,104,2,749.982827920837
17768,2024-01-31 09:47:04.445048,98,305,7,751.0967470408854
33019,2024-01-31 09:47:04.445048,36,378,8,409.35476794681495
34740,2024-01-31 09:47:04.445048,73,879,10,995.5074158529977
20757,2024-01-31 09:47:04.445048,58,36,9,435.1220291011403
39324,2024-01-31 09:47:04.445048,40,452,9,542.363016083151
21508,2024-01-31 09:47:04.445048,29,406,6,864.0859770291833
47970,2024-01-31 09:47:04.445048,79,462,7,285.51008087351784
38616,2024-01-31 09:47:04.445048,23,918,2,89.64947182200231
22244,2024-01-31 09:47:04.445048,15,686,2,58.37566709309844
27919,2024-01-31 09:47:04.445048,75,189,6,933.1279451302916
44029,2024-01-31 09:47:04.445048,38,610,4,652.2101534592371
43136,2024-01-31 09:47:04.445048,88,474,3,300.2012028530231
38304,2024-01-31 09:47:04.445048,98,788,9,182.97697847435288
7764,2024-01-31 09:47:04.445048,22,478,9,76.47159845841176
26872,2024-01-31 09:47:04.445048,80,359,7,61.959123884952014
31740,2024-01-31 09:47:04.445048,58,429,9,999.74241024337
311,2024-01-31 09:47:04.445048,90,836,7,393.7704089370822
5314,2024-01-31 09:47:04.445048,88,78,8,884.4307639764809
11052,2024-01-31 09:47:04.445048,37,190,1,369.9682692492572
35340,2024-01-31 09:47:04.445048,26,418,6,774.07921039509
31753,2024-01-31 09:47:04.445048,62,21,3,160.90876949226345
39897,2024-01-31 09:47:04.445048,43,518,7,590.1144168520149
38220,2024-01-31 09:47:04.445048,50,1000,3,802.5997433367046
43424,2024-01-31 09:47:04.445048,38,534,4,978.2311608213048
11628,2024-01-31 09:47:04.445048,60,667,6,44.75642954986612
43484,2024-01-31 09:47:04.445048,59,789,3,219.16884120497951
49172,2024-01-31 09:47:04.445048,79,381,7,395.7985824292457
4154,2024-01-31 09:47:04.445048,10,617,9,168.1597524435214
47600,2024-01-31 09:47:04.445048,28,981,10,373.46765667355993
32786,2024-01-31 09:47:04.445048,28,322,9,396.60775009192236
41585,2024-01-31 09:47:04.445048,66,491,5,212.3066790786441
20930,2024-01-31 09:47:04.445048,89,396,1,760.2392907620367
16429,2024-01-31 09:47:04.445048,57,235,1,966.1777152487064
47135,2024-01-31 09:47:04.445048,49,183,4,227.05034441286858
13740,2024-01-31 09:47:04.445048,91,936,1,230.68634455944144
28336,2024-01-31 09:47:04.445048,22,271,6,226.91373169059852
10214,2024-01-31 09:47:04.445048,53,971,2,346.98580589505264
44631,2024-01-31 09:47:04.445048,62,421,8,250.57925865615343
36581,2024-01-31 09:47:04.445048,40,200,4,350.44315863558
19206,2024-01-31 09:47:04.445048,80,582,8,676.5272180233108
22879,2024-01-31 09:47:04.445048,24,271,5,324.45521539143374
30597,2024-01-31 09:47:04.445048,49,44,6,743.4779606065927
33432,2024-01-31 09:47:04.445048,85,537,6,858.8631675700886
45368,2024-01-31 09:47:04.445048,7,75,2,665.8819343571886
40987,2024-01-31 09:47:04.445048,52,775,9,870.780000420417
19220,2024-01-31 09:47:04.445048,27,198,6,732.3597867479971
40914,2024-01-31 09:47:04.445048,73,244,3,226.7876276392723
22823,2024-02-01 09:47:04.445048,85,313,5,84.45041024910853
3522,2024-02-01 09:47:04.445048,67,159,2,254.6982279450684
47322,2024-02-01 09:47:04.445048,70,648,3,217.84522648807422
45653,2024-02-01 09:47:04.445048,33,175,8,938.5202975272892
38260,2024-02-01 09:47:04.445048,22,230,3,104.7711257869314
4137,2024-02-01 09:47:04.445048,36,552,8,389.2821901476664
14574,2024-02-01 09:47:04.445048,70,399,1,754.1079624238153
46607,2024-02-01 09:47:04.445048,65,952,8,236.67161700965121
35124,2024-02-01 09:47:04.445048,53,732,1,477.46841293738976
22544,2024-02-01 09:47:04.445048,10,202,4,990.4112598872086
36386,2024-02-01 09:47:04.445048,34,98,9,280.39640885825503
46635,2024-02-01 09:47:04.445048,52,593,1,526.6443340706089
26810,2024-02-01 09:47:04.445048,54,426,2,469.2285785168225
19473,2024-02-01 09:47:04.445048,21,851,1,525.5078051850135
36835,2024-02-01 09:47:04.445048,74,873,1,619.0083528564563
5806,2024-02-01 09:47:04.445048,58,684,9,803.3996411287155
25863,2024-02-01 09:47:04.445048,58,105,5,826.8247642707113
5880,2024-02-01 09:47:04.445048,31,620,4,717.9389829812999
32195,2024-02-01 09:47:04.445048,29,446,7,606.8853780767713
4297,2024-02-01 09:47:04.445048,26,406,10,877.5265806669984
46798,2024-02-01 09:47:04.445048,39,780,10,635.7932007502044
17062,2024-02-01 09:47:04.445048,42,77,8,952.93737690938
26300,2024-02-01 09:47:04.445048,82,741,2,155.22038020864184
48940,2024-02-01 09:47:04.445048,45,448,10,974.8786984507371
38621,2024-02-01 09:47:04.445048,17,530,9,500.5883570267718
35535,2024-02-01 09:47:04.445048,29,314,5,321.5850575454838
36030,2024-02-01 09:47:04.445048,27,543,7,117.07299863194174
46049,2024-02-01 09:47:04.445048,27,552,5,232.16759512969875
17113,2024-02-01 09:47:04.445048,85,557,2,312.7980055133336
33229,2024-02-01 09:47:04.445048,4,743,6,602.8654333147576
10360,2024-02-01 09:47:04.445048,55,957,1,796.475233659069
37632,2024-02-01 09:47:04.445048,18,7,4,439.08951621732757
36404,2024-02-01 09:47:04.445048,69,673,7,211.8679264230906
16146,2024-02-01 09:47:04.445048,98,717,8,945.8340713744082
34828,2024-02-01 09:47:04.445048,31,119,9,658.7763404366907
43479,2024-02-01 09:47:04.445048,76,620,5,215.80368386024531
17715,2024-02-01 09:47:04.445048,60,827,1,387.7773417158131
37769,2024-02-01 09:47:04.445048,74,694,1,46.87129311520616
10485,2024-02-01 09:47:04.445048,13,557,6,380.32676346579836
11,2024-02-01 09:47:04.445048,46,684,2,688.8627856581489
49967,2024-02-01 09:47:04.445048,8,296,2,152.87365852819934
49133,2024-02-01 09:47:04.445048,18,134,3,455.1166781873453
45770,2024-02-01 09:47:04.445048,27,366,7,277.95497643734626
34758,2024-02-01 09:47:04.445048,48,728,7,243.80649279144507
46398,2024-02-01 09:47:04.445048,73,895,6,851.1128074925109
20697,2024-02-01 09:47:04.445048,57,895,10,12.017740623611457
10425,2024-02-01 09:47:04.445048,98,287,9,165.91217046572524
33058,2024-02-01 09:47:04.445048,73,935,1,76.96826175227163
12768,2024-02-01 09:47:04.445048,79,904,1,180.78175671893277
28161,2024-02-01 09:47:04.445048,25,726,8,248.3105146713975
12743,2024-02-01 09:47:04.445048,94,296,5,64.19283520492985
9381,2024-02-01 09:47:04.445048,35,717,7,740.1749601596633
39189,2024-02-01 09:47:04.445048,25,103,8,947.3389198062615
26818,2024-02-01 09:47:04.445048,62,947,7,613.6098406498778
8966,2024-02-01 09:47:04.445048,45,653,3,263.6010375488997
18202,2024-02-01 09:47:04.445048,46,517,10,398.71117053186595
31448,2024-02-01 09:47:04.445048,47,893,10,492.6221314119961
7333,2024-02-01 09:47:04.445048,34,433,5,675.1192048749294
22248,2024-02-01 09:47:04.445048,96,205,9,200.19745851452222
31022,2024-02-01 09:47:04.445048,53,530,2,82.30363346520595
20392,2024-02-01 09:47:04.445048,32,757,10,631.7837794037981
18212,2024-02-01 09:47:04.445048,31,949,4,614.0518241053871
40629,2024-02-01 09:47:04.445048,95,453,3,904.1297753224185
13082,2024-02-01 09:47:04.445048,15,351,10,170.3004347739967
8066,2024-02-01 09:47:04.445048,91,993,7,584.8177755481257
14721,2024-02-01 09:47:04.445048,11,584,10,370.21376106712006
39167,2024-02-01 09:47:04.445048,49,390,8,584.3231750145795
20852,2024-02-01 09:47:04.445048,53,572,8,824.4359489278391
33023,2024-02-01 09:47:04.445048,34,214,8,458.29474970076967
40279,2024-02-02 09:47:04.445048,32,524,6,668.6364281341051
10537,2024-02-02 09:47:04.445048,48,941,10,313.9693260808121
43718,2024-02-02 09:47:04.445048,45,111,2,412.02546420197604
1811,2024-02-02 09:47:04.445048,2,158,8,940.2851254460195
23861,2024-02-02 09:47:04.445048,42,221,4,380.6222087907919
37462,2024-02-02 09:47:04.445048,52,32,6,819.6249662319059
18787,2024-02-02 09:47:04.445048,58,602,3,1009.3512113402816
36817,2024-02-02 09:47:04.445048,96,576,2,922.5812767578351
13371,2024-02-02 09:47:04.445048,64,368,5,566.6180000684429
46946,2024-02-02 09:47:04.445048,8,347,10,324.60217329889423
20618,2024-02-02 09:47:04.445048,88,994,3,59.033904970957565
9395,2024-02-02 09:47:04.445048,55,7,3,108.34123116858527
34505,2024-02-02 09:47:04.445048,21,924,8,995.9890207827709
29714,2024-02-02 09:47:04.445048,19,519,3,542.5702722669924
45013,2024-02-02 09:47:04.445048,2,370,1,486.4764707388941
25791,2024-02-02 09:47:04.445048,1,238,6,327.3842066641804
34780,2024-02-02 09:47:04.445048,88,9,6,997.2535814033556
29030,2024-02-02 09:47:04.445048,70,813,2,342.94884030254246
42794,2024-02-02 09:47:04.445048,21,508,6,973.4587657260221
9326,2024-02-02 09:47:04.445048,16,783,2,159.16603011091448
20938,2024-02-02 09:47:04.445048,11,628,6,584.8382110100326
37276,2024-02-02 09:47:04.445048,25,526,8,959.4642948582192
6273,2024-02-02 09:47:04.445048,29,435,1,524.4343653667751
717,2024-02-02 09:47:04.445048,98,625,1,731.2637928685573
34280,2024-02-02 09:47:04.445048,8,160,8,304.7591095608876
39775,2024-02-02 09:47:04.445048,7,383,2,1013.8509395485283
35170,2024-02-02 09:47:04.445048,95,314,2,174.0246174027835
8751,2024-02-02 09:47:04.445048,72,356,1,562.4765640360283
32,2024-02-02 09:47:04.445048,7,908,6,852.1452501912731
24874,2024-02-02 09:47:04.445048,73,556,8,827.6443881674466
13400,2024-02-02 09:47:04.445048,100,66,4,97.46600983155774
22516,2024-02-02 09:47:04.445048,64,69,6,174.84658180616347
47202,2024-02-02 09:47:04.445048,95,349,4,216.0396440217067
34198,2024-02-02 09:47:04.445048,66,638,1,53.94404847310456
43311,2024-02-02 09:47:04.445048,18,845,5,270.08907254652667
48712,2024-02-02 09:47:04.445048,57,41,8,751.4967627979108
5122,2024-02-02 09:47:04.445048,13,354,5,995.5148105500517
7430,2024-02-02 09:47:04.445048,40,264,1,825.4524830917666
10600,2024-02-02 09:47:04.445048,88,124,7,491.5347132212325
45264,2024-02-02 09:47:04.445048,99,728,6,347.7857846762785
46356,2024-02-02 09:47:04.445048,91,738,1,467.51859943529666
35811,2024-02-02 09:47:04.445048,32,160,5,77.53864205217882
7265,2024-02-02 09:47:04.445048,35,172,2,1028.9308249489995
40319,2024-02-02 09:47:04.445048,56,73,1,607.2947000305807
49356,2024-02-02 09:47:04.445048,76,331,6,655.4428456593392
49545,2024-02-02 09:47:04.445048,59,52,5,747.3553267654963
29274,2024-02-02 09:47:04.445048,15,249,8,714.1922244906652
41139,2024-02-02 09:47:04.445048,6,226,5,1003.1864783149316
45564,2024-02-02 09:47:04.445048,50,336,8,246.09403477093394
11697,2024-02-02 09:47:04.445048,97,61,9,242.33196692469477
33402,2024-02-02 09:47:04.445048,1,373,5,402.4991075269054
16451,2024-02-02 09:47:04.445048,83,37,8,995.3778164828217
6352,2024-02-02 09:47:04.445048,94,709,9,468.54078593693595
49645,2024-02-02 09:47:04.445048,33,899,1,289.59492011904405
16280,2024-02-02 09:47:04.445048,28,130,5,389.3476770728256
23506,2024-02-02 09:47:04.445048,35,365,6,1011.1110582039285
14572,2024-02-02 09:47:04.445048,89,90,6,835.2633659064688
44411,2024-02-02 09:47:04.445048,50,631,4,814.9566299409145
13727,2024-02-03 09:47:04.445048,38,702,6,952.4628113665095
33037,2024-02-03 09:47:04.445048,18,936,6,869.0880199571722
25764,2024-02-03 09:47:04.445048,14,725,3,210.5949515448862
2300,2024-02-03 09:47:04.445048,13,336,7,543.8936209112854
22279,2024-02-03 09:47:04.445048,60,971,4,1026.161019593672
35504,2024-02-03 09:47:04.445048,77,256,7,489.5907887897249
38378,2024-02-03 09:47:04.445048,4,323,10,1049.3130626707618
40780,2024-02-03 09:47:04.445048,36,596,8,751.0590309793922
22848,2024-02-03 09:47:04.445048,16,312,10,798.6716191124045
10387,2024-02-03 09:47:04.445048,61,824,4,624.0604719854199
18651,2024-02-03 09:47:04.445048,13,825,7,700.5445231352588
9191,2024-02-03 09:47:04.445048,9,868,1,443.7404573540116
43236,2024-02-03 09:47:04.445048,53,556,7,25.431369104733967
35554,2024-02-03 09:47:04.445048,79,765,7,140.11523608823967
1903,2024-02-03 09:47:04.445048,30,160,10,829.4425204856013
25526,2024-02-03 09:47:04.445048,82,360,6,627.1417830968649
32100,2024-02-03 09:47:04.445048,4,791,9,1023.4912534594407
12624,2024-02-03 09:47:04.445048,89,832,9,887.6814109789734
34076,2024-02-03 09:47:04.445048,25,186,6,808.390412035832
33355,2024-02-03 09:47:04.445048,34,67,10,596.8140840068212
33144,2024-02-03 09:47:04.445048,88,876,3,381.2383829941198
1144,2024-02-03 09:47:04.445048,56,441,3,639.678076248908
9845,2024-02-03 09:47:04.445048,75,421,1,664.8878442120655
35327,2024-02-03 09:47:04.445048,40,81,3,88.5454847127895
5580,2024-02-03 09:47:04.445048,25,975,4,604.549019091373
24037,2024-02-03 09:47:04.445048,37,814,9,75.61875145415917
12920,2024-02-03 09:47:04.445048,68,90,7,1035.4893724105123
20428,2024-02-03 09:47:04.445048,70,150,2,195.80043723582523
34291,2024-02-03 09:47:04.445048,93,865,4,468.6019949518345
47758,2024-02-03 09:47:04.445048,65,409,6,434.49652401967677
9146,2024-02-03 09:47:04.445048,88,155,8,526.8514378805198
30604,2024-02-03 09:47:04.445048,89,379,2,649.998357985186
8310,2024-02-03 09:47:04.445048,62,778,4,910.6751675263656
29975,2024-02-03 09:47:04.445048,88,47,3,1049.4502443298331
28694,2024-02-03 09:47:04.445048,28,455,7,781.8721420938417
6886,2024-02-03 09:47:04.445048,69,611,7,633.6737405557157
41106,2024-02-03 09:47:04.445048,60,493,2,812.8857494792413
43831,2024-02-03 09:47:04.445048,20,200,3,785.4810749709451
23648,2024-02-03 09:47:04.445048,16,744,1,863.991193700912
45955,2024-02-03 09:47:04.445048,27,975,4,67.25067025081724
39764,2024-02-03 09:47:04.445048,79,752,9,243.8984373932432
35205,2024-02-03 09:47:04.445048,86,773,4,15.88141514631727
14057,2024-02-03 09:47:04.445048,11,896,1,548.8638179437875
32136,2024-02-03 09:47:04.445048,18,660,7,934.0382593097188
3971,2024-02-03 09:47:04.445048,75,17,6,101.88376294863338
21795,2024-02-03 09:47:04.445048,6,935,3,690.7518631646393
16716,2024-02-03 09:47:04.445048,64,623,3,651.64453789404
8175,2024-02-03 09:47:04.445048,59,395,10,259.5793562686103
6579,2024-02-03 09:47:04.445048,40,168,3,793.0155137845467
2739,2024-02-03 09:47:04.445048,5,316,1,781.9460091410339
28642,2024-02-03 09:47:04.445048,91,802,4,23.479168571797956
19790,2024-02-03 09:47:04.445048,83,432,4,904.0482381496964
18514,2024-02-03 09:47:04.445048,75,803,2,390.00745673936206
1312,2024-02-03 09:47:04.445048,64,723,2,979.128815402884
49418,2024-02-03 09:47:04.445048,30,911,5,915.9619376182626
19401,2024-02-03 09:47:04.445048,10,16,7,980.44786981703
22684,2024-02-03 09:47:04.445048,43,286,7,228.4918818360185
36314,2024-02-03 09:47:04.445048,92,403,8,321.1422638856302
32295,2024-02-03 09:47:04.445048,11,181,10,589.1319110988351
20996,2024-02-03 09:47:04.445048,60,426,2,191.24178518053677
37383,2024-02-04 09:47:04.445048,61,996,7,590.4355940362788
12298,2024-02-04 09:47:04.445048,42,964,1,295.4872479129248
26333,2024-02-04 09:47:04.445048,86,623,6,361.57140069676944
14385,2024-02-04 09:47:04.445048,29,116,6,750.5316923458454
27954,2024-02-04 09:47:04.445048,63,409,10,723.2167683058328
27802,2024-02-04 09:47:04.445048,44,772,5,246.9332533427671
3750,2024-02-04 09:47:04.445048,24,364,4,810.3497909882094
29880,2024-02-04 09:47:04.445048,46,118,2,172.03647129417567
30190,2024-02-04 09:47:04.445048,100,999,4,927.0907119917138
36368,2024-02-04 09:47:04.445048,36,831,7,281.1799337349066
10057,2024-02-04 09:47:04.445048,92,78,7,84.54418075208524
37323,2024-02-04 09:47:04.445048,92,659,7,94.77274805217503
3262,2024-02-04 09:47:04.445048,43,44,5,547.1332502389977
22171,2024-02-04 09:47:04.445048,25,545,6,508.5542221267788
4353,2024-02-04 09:47:04.445048,46,724,6,520.8432962693455
20158,2024-02-04 09:47:04.445048,20,162,1,404.3242760027233
13395,2024-02-04 09:47:04.445048,58,267,6,356.837518309951
37160,2024-02-04 09:47:04.445048,78,516,2,542.3359676416416
48363,2024-02-04 09:47:04.445048,23,298,10,286.60065173588396
44108,2024-02-04 09:47:04.445048,42,62,10,712.1956983740213
30532,2024-02-04 09:47:04.445048,4,685,6,745.3751418887754
161,2024-02-04 09:47:04.445048,29,579,7,256.28478439708476
29084,2024-02-04 09:47:04.445048,11,318,9,534.2524407980789
3347,2024-02-04 09:47:04.445048,74,449,6,925.0196384474806
20166,2024-02-04 09:47:04.445048,39,990,2,127.19138904047618
17256,2024-02-04 09:47:04.445048,29,752,2,626.7956147796764
7423,2024-02-04 09:47:04.445048,24,533,2,522.8826697083095
42658,2024-02-04 09:47:04.445048,35,220,1,836.7876787824498
7691,2024-02-04 09:47:04.445048,51,320,4,1042.415694959875
39311,2024-02-04 09:47:04.445048,15,200,8,447.30961874731554
14891,2024-02-04 09:47:04.445048,59,14,8,575.9380792266472
10881,2024-02-04 09:47:04.445048,44,653,6,651.6484973104732
38396,2024-02-04 09:47:04.445048,21,850,3,834.1460033433771
33306,2024-02-04 09:47:04.445048,56,993,4,1055.3599046113316
43608,2024-02-04 09:47:04.445048,52,923,2,536.3129476405556
45666,2024-02-04 09:47:04.445048,75,475,4,225.7470163214034
16826,2024-02-04 09:47:04.445048,97,191,9,411.7421006356397
9718,2024-02-04 09:47:04.445048,20,173,4,226.856520005814
17829,2024-02-04 09:47:04.445048,32,658,7,390.555863614276
14292,2024-02-04 09:47:04.445048,79,962,10,358.67612441554564
27723,2024-02-04 09:47:04.445048,35,410,2,660.4716932769762
26383,2024-02-04 09:47:04.445048,91,509,2,107.15692251054821
32540,2024-02-04 09:47:04.445048,87,273,1,855.015239312052
8828,2024-02-04 09:47:04.445048,6,740,10,329.82902862087093
41689,2024-02-04 09:47:04.445048,67,564,8,153.46020960661588
29684,2024-02-04 09:47:04.445048,51,957,1,664.3285394180226
44988,2024-02-04 09:47:04.445048,90,163,4,485.6244793156271
43820,2024-02-04 09:47:04.445048,36,275,8,341.02973248253954
42482,2024-02-04 09:47:04.445048,96,179,2,853.8000686100785
37721,2024-02-04 09:47:04.445048,52,497,5,504.67624258222
6795,2024-02-04 09:47:04.445048,74,2,5,796.8138460384006
21891,2024-02-04 09:47:04.445048,62,384,5,845.0614062576258
47813,2024-02-04 09:47:04.445048,3,640,5,313.53517451267004
8683,2024-02-04 09:47:04.445048,16,664,3,286.5583849288588
46185,2024-02-04 09:47:04.445048,76,348,9,496.9836837036401
32957,2024-02-04 09:47:04.445048,10,451,3,64.87954878362746
48468,2024-02-04 09:47:04.445048,35,786,5,681.3726293509202
7416,2024-02-04 09:47:04.445048,18,263,1,531.4733982361744
30270,2024-02-04 09:47:04.445048,99,784,2,789.4699883177782
24070,2024-02-04 09:47:04.445048,19,358,5,566.4808811547668
2170,2024-02-04 09:47:04.445048,25,335,5,261.3779346436171
14736,2024-02-04 09:47:04.445048,55,305,4,888.4799837742261
49959,2024-02-04 09:47:04.445048,18,164,2,771.1790275776384
46934,2024-02-04 09:47:04.445048,76,334,4,88.0311923316613
22611,2024-02-04 09:47:04.445048,98,43,10,785.1376405976988
2635,2024-02-04 09:47:04.445048,5,566,10,412.5663033726304
39150,2024-02-04 09:47:04.445048,81,846,4,1039.0343503978618
10799,2024-02-04 09:47:04.445048,64,466,3,585.0782762458392
14772,2024-02-04 09:47:04.445048,10,787,3,287.7841223325886
29401,2024-02-04 09:47:04.445048,43,164,10,941.0176249065054
39148,2024-02-04 09:47:04.445048,64,144,8,666.8751145412887
28253,2024-02-04 09:47:04.445048,86,801,1,174.59361311919812
40016,2024-02-04 09:47:04.445048,10,41,7,197.72412326371938
46144,2024-02-04 09:47:04.445048,85,648,4,1002.1037277596243
27334,2024-02-05 09:47:04.445048,15,730,3,352.4041339076523
15361,2024-02-05 09:47:04.445048,80,789,3,1041.7115293223471
12513,2024-02-05 09:47:04.445048,54,25,6,541.0598027833336
11627,2024-02-05 09:47:04.445048,8,195,7,331.9197045782457
34405,2024-02-05 09:47:04.445048,67,771,8,113.10875492322114
6796,2024-02-05 09:47:04.445048,46,902,2,231.42326358098154
713,2024-02-05 09:47:04.445048,32,12,7,429.79210710769337
19036,2024-02-05 09:47:04.445048,7,659,5,1011.5985717440976
35113,2024-02-05 09:47:04.445048,10,620,8,201.3632100040993
3257,2024-02-05 09:47:04.445048,61,675,3,131.33947379438203
37880,2024-02-05 09:47:04.445048,17,615,9,768.1978422535663
29855,2024-02-05 09:47:04.445048,41,923,6,934.972416163745
7891,2024-02-05 09:47:04.445048,88,419,5,891.0515142286383
507,2024-02-05 09:47:04.445048,84,415,7,318.71486583697543
42692,2024-02-05 09:47:04.445048,5,913,8,823.5460084840032
39256,2024-02-05 09:47:04.445048,42,202,5,819.7157587850129
4500,2024-02-05 09:47:04.445048,29,922,6,961.4879016490204
498,2024-02-05 09:47:04.445048,96,523,3,348.75375781331076
27279,2024-02-05 09:47:04.445048,98,465,8,366.6247294751742
5269,2024-02-05 09:47:04.445048,76,651,3,1032.643783487997
36626,2024-02-05 09:47:04.445048,46,147,1,706.2578374527677
8187,2024-02-05 09:47:04.445048,67,643,10,970.7249402877455
5991,2024-02-05 09:47:04.445048,18,411,7,848.5061163290806
13081,2024-02-05 09:47:04.445048,61,29,9,1033.0564346986619
45535,2024-02-05 09:47:04.445048,69,30,5,658.8981754287886
30890,2024-02-05 09:47:04.445048,24,508,1,656.9407273781995
